order_id,customer_id,product_id,order_date,quantity,unit_price,region,revenue
20057,37937,531,2023-04-16,1,257.37,North,257.37
20058,28540,412,2022-08-13,1,266.61,East,266.61
20059,83480,988,2023-05-05,3,69.35,East,208.04999999999998
20060,58702,341,2022-02-27,2,429.38,North,858.76
20061,88283,830,2022-07-24,3,41.96,North,125.88
20062,86041,627,2022-12-20,2,391.15,West,782.3
20063,87233,963,2022-08-09,1,172.94,North,172.94
20064,46907,591,2023-05-26,1,455.79,West,455.79
20065,25221,410,2023-11-01,2,229.47,East,458.94
20066,64781,758,2022-03-02,4,438.77,West,1755.08
20067,17087,245,2024-04-29,5,39.66,North,198.29999999999998
20068,96998,829,2022-11-08,2,354.46,South,708.92
20069,32789,250,2024-05-16,4,235.06,East,940.24
20070,66023,562,2023-01-24,4,237.03,South,948.12
20071,43400,979,2022-05-12,3,487.61,North,1462.83
20072,12199,110,2023-12-10,2,128.39,North,256.78
20073,57316,526,2022-02-08,4,394.34,East,1577.36
20074,97273,952,2023-12-20,5,273.83,North,1369.1499999999999
20075,62062,995,2023-08-08,1,203.32,North,203.32
20076,81609,400,2024-01-20,3,175.38,North,526.14
20077,26744,138,2023-07-16,2,66.57,West,133.14
20078,86095,690,2022-03-13,2,477.68,North,955.36
20079,65517,564,2022-08-24,3,51.22,South,153.66
20080,58865,251,2023-04-03,5,90.23,South,451.15000000000003
20081,83937,391,2024-02-29,1,359.9,North,359.9
20082,87195,964,2023-08-23,4,498.05,North,1992.2
20083,23894,975,2023-06-20,4,249.49,West,997.96
20084,39160,615,2022-03-14,4,19.44,East,77.76
20085,63095,804,2023-10-24,3,111.79,North,335.37
20086,39272,713,2023-06-30,1,209.46,North,209.46
20087,64021,795,2023-03-08,3,478.79,West,1436.3700000000001
20088,43645,696,2023-10-06,2,69.36,South,138.72
20089,31179,764,2023-09-17,4,451.69,North,1806.76
20090,20691,861,2023-07-23,2,131.29,East,262.58
20091,91646,661,2022-11-15,5,11.37,West,56.849999999999994
20092,55311,447,2022-12-22,4,44.86,South,179.44
20093,49038,981,2022-07-12,2,278.26,East,556.52
20094,34967,663,2022-12-19,3,484.32,East,1452.96
20095,38478,361,2022-12-13,2,180.91,East,361.82
20096,65775,401,2022-11-30,4,217.99,North,871.96
20097,80624,809,2022-09-17,3,379.26,West,1137.78
20098,50332,825,2022-02-04,3,220.23,West,660.6899999999999
20099,17066,882,2024-03-11,2,455.11,North,910.22
20100,49313,729,2023-09-24,5,490.66,West,2453.3
20101,77857,544,2023-09-18,2,302.63,North,605.26
20102,55900,388,2022-01-12,4,20.64,East,82.56
20103,51098,948,2023-03-28,5,63.54,North,317.7
20104,18294,480,2022-12-20,5,32.53,West,162.65
20105,72580,495,2023-08-13,3,345.45,West,1036.35
20106,48101,386,2023-05-29,2,93.42,West,186.84
20107,35059,645,2022-12-13,2,252.97,West,505.94
20108,50626,131,2023-01-11,1,99.27,West,99.27
20109,30703,634,2022-08-11,1,410.34,North,410.34
20110,71417,713,2023-02-21,4,225.74,North,902.96
20111,69228,680,2023-05-21,2,496.26,North,992.52
20112,13205,651,2022-10-28,2,209.78,South,419.56
20113,44929,478,2023-11-27,1,447.88,West,447.88
20114,93384,130,2023-02-16,5,276.23,North,1381.15
20115,43411,495,2024-05-15,5,307.19,West,1535.95
20116,90522,970,2022-10-13,3,22.02,North,66.06
20117,21628,397,2023-11-05,3,260.06,West,780.1800000000001
20118,80089,369,2024-06-15,4,389.8,North,1559.2
20119,16518,942,2022-05-04,2,247.01,South,494.02
20120,48491,799,2022-11-04,4,105.18,East,420.72
20121,17946,578,2022-05-21,2,373.29,West,746.58
20122,10610,726,2023-12-23,3,451.92,East,1355.76
20123,79838,324,2022-09-22,2,490.15,East,980.3
20124,44311,701,2022-03-11,4,452.15,East,1808.6
20125,51876,613,2024-06-01,3,285.02,West,855.06
20126,90192,514,2022-03-13,3,193.79,North,581.37
20127,60333,538,2024-04-19,5,314.81,North,1574.05
20128,61298,134,2022-12-10,3,253.05,West,759.1500000000001
20129,94192,126,2024-03-27,4,416.23,West,1664.92
20130,51811,744,2024-03-03,2,275.87,North,551.74
20131,80072,174,2023-01-16,5,142.0,South,710.0
20132,52974,842,2023-09-19,4,453.47,North,1813.88
20133,29856,703,2023-06-22,2,302.41,East,604.82
20134,54830,499,2023-09-07,1,326.79,South,326.79
20135,91983,471,2022-04-25,1,178.62,East,178.62
20136,55823,445,2024-03-12,5,352.02,West,1760.1
20137,84397,443,2024-01-27,5,56.35,East,281.75
20138,95814,295,2022-05-16,3,215.58,North,646.74
20139,77078,559,2024-05-27,4,184.02,North,736.08
20140,77951,309,2023-05-29,2,233.06,North,466.12
20141,22905,730,2023-09-21,1,250.43,South,250.43
20142,31601,948,2022-12-04,1,41.49,East,41.49
20143,97099,783,2022-09-29,5,450.77,North,2253.85
20144,50955,627,2023-04-21,4,273.81,North,1095.24
20145,82179,728,2022-07-19,5,214.94,North,1074.7
20146,58435,397,2022-10-01,4,205.73,North,822.92
20147,34044,503,2023-11-10,1,187.3,East,187.3
20148,21246,289,2022-06-19,4,51.06,South,204.24
20149,12458,471,2023-04-12,5,274.58,West,1372.8999999999999
20150,68507,206,2022-10-15,3,78.59,South,235.77
20151,16028,767,2023-03-22,4,380.52,North,1522.08
20152,61901,543,2023-01-18,3,92.15,East,276.45000000000005
20153,16306,396,2024-03-10,1,175.08,East,175.08
20154,37678,484,2022-04-16,3,498.85,West,1496.5500000000002
20155,22363,627,2022-08-28,4,64.11,South,256.44
20156,24066,487,2022-12-07,5,350.92,South,1754.6000000000001
20157,73804,409,2023-04-22,5,322.74,North,1613.7
20158,58544,128,2023-03-29,2,274.53,East,549.06
20159,10189,811,2022-07-31,1,200.83,South,200.83
20160,21752,293,2022-01-22,5,21.24,North,106.19999999999999
20161,17482,849,2022-08-29,5,332.25,East,1661.25
20162,26679,763,2022-01-27,1,48.32,South,48.32
20163,10799,908,2023-09-11,5,492.82,West,2464.1
20164,19934,162,2023-01-11,4,120.48,West,481.92
20165,67558,923,2022-01-01,2,103.05,West,206.1
20166,69223,593,2023-02-01,1,246.69,South,246.69
20167,94620,369,2022-08-13,3,455.22,East,1365.66
20168,51556,737,2024-01-13,5,206.97,West,1034.85
20169,19909,271,2023-01-25,4,403.73,North,1614.92
20170,53558,782,2023-10-15,2,293.6,North,587.2
20171,89382,228,2024-02-07,5,109.06,South,545.3
20172,97793,985,2022-11-30,3,458.12,East,1374.3600000000001
20173,38013,452,2022-07-19,1,452.14,East,452.14
20174,32875,739,2022-07-14,1,144.61,South,144.61
20175,21408,750,2023-02-25,4,98.16,West,392.64
20176,45607,247,2022-08-28,4,245.24,West,980.96
20177,71684,860,2023-12-17,3,282.42,East,847.26
20178,46281,178,2023-10-10,2,402.52,East,805.04
20179,37326,319,2022-08-09,2,11.82,East,23.64
20180,23601,504,2022-01-20,1,327.49,West,327.49
20181,11135,186,2022-11-14,1,5.49,North,5.49
20182,32741,940,2023-02-11,4,113.83,North,455.32
20183,21913,503,2022-07-15,5,394.53,East,1972.6499999999999
20184,20101,216,2023-06-21,5,438.55,East,2192.75
20185,28631,601,2023-06-28,3,161.54,West,484.62
20186,82084,756,2023-01-04,2,105.29,South,210.58
20187,46870,717,2023-10-01,1,42.51,South,42.51
20188,58985,690,2024-06-05,1,238.64,East,238.64
20189,37215,847,2023-02-13,1,131.51,East,131.51
20190,72110,273,2022-11-21,5,139.5,North,697.5
20191,29215,205,2023-01-29,3,411.62,East,1234.8600000000001
20192,24024,919,2022-11-16,3,296.23,East,888.69
20193,86949,196,2023-01-23,1,72.64,South,72.64
20194,91855,577,2023-03-17,2,71.08,West,142.16
20195,94982,947,2022-07-18,4,7.75,South,31.0
20196,55483,647,2022-10-17,5,422.41,North,2112.05
20197,88157,712,2022-04-15,2,402.7,South,805.4
20198,20511,972,2022-05-29,4,384.75,South,1539.0
20199,29923,660,2024-04-30,1,185.97,North,185.97
20200,20558,521,2022-05-15,4,449.82,East,1799.28
20201,10526,827,2022-05-01,1,193.93,West,193.93
20202,11753,700,2023-07-24,5,179.97,South,899.85
20203,36248,510,2023-05-22,2,180.24,North,360.48
20204,24656,424,2022-06-10,1,300.19,North,300.19
20205,33266,980,2022-06-19,3,192.01,South,576.03
20206,74555,568,2023-07-19,3,146.03,East,438.09000000000003
20207,72995,526,2023-01-12,3,287.4,East,862.1999999999999
20208,85756,454,2022-03-26,5,370.43,South,1852.15
20209,93574,425,2023-11-26,3,85.19,East,255.57
20210,88277,108,2023-05-25,5,451.54,East,2257.7000000000003
20211,80377,190,2023-03-10,4,97.08,South,388.32
20212,75402,804,2022-06-15,3,246.66,South,739.98
20213,64176,385,2022-03-22,2,292.82,North,585.64
20214,51733,242,2024-03-24,3,49.86,East,149.57999999999998
20215,24418,515,2022-03-22,1,408.08,West,408.08
20216,47185,823,2024-02-22,2,200.88,West,401.76
20217,51745,901,2023-10-10,3,364.58,South,1093.74
20218,63787,731,2023-07-15,1,104.61,West,104.61
20219,90123,160,2022-02-22,5,424.87,West,2124.35
20220,62035,393,2023-09-19,3,66.96,West,200.88
20221,97804,439,2023-07-03,5,485.56,East,2427.8
20222,75984,978,2022-12-05,4,54.08,North,216.32
20223,62462,918,2024-01-03,2,143.11,East,286.22
20224,47353,285,2022-10-21,5,252.27,West,1261.3500000000001
20225,83644,191,2024-05-14,4,228.99,North,915.96
20226,58302,330,2023-02-16,1,288.31,North,288.31
20227,86979,636,2024-05-21,4,474.06,North,1896.24
20228,32435,238,2024-04-08,3,212.82,West,638.46
20229,67728,981,2022-04-07,5,132.61,East,663.0500000000001
20230,11238,875,2023-01-19,3,226.12,East,678.36
20231,90857,901,2023-06-03,4,401.9,West,1607.6
20232,91610,894,2024-01-09,2,497.31,East,994.62
20233,23049,975,2022-09-20,2,381.09,West,762.18
20234,67193,761,2022-02-28,4,494.14,South,1976.56
20235,45584,289,2023-02-09,4,346.26,West,1385.04
20236,76634,683,2023-05-12,1,251.17,East,251.17
20237,24679,452,2022-06-02,4,466.78,South,1867.12
20238,44505,138,2023-12-08,1,66.07,South,66.07
20239,61341,172,2023-06-28,3,489.31,North,1467.93
20240,60374,985,2023-11-26,3,99.34,East,298.02
20241,56998,121,2022-03-16,1,327.43,West,327.43
20242,86970,812,2023-12-26,3,197.37,East,592.11
20243,65701,130,2023-08-31,4,450.52,East,1802.08
20244,54859,389,2022-11-18,4,373.27,West,1493.08
20245,43178,935,2023-11-16,2,278.96,South,557.92
20246,37575,977,2022-03-19,5,450.61,North,2253.05
20247,29329,177,2022-02-24,4,460.34,West,1841.36
20248,67254,542,2023-12-01,1,282.93,West,282.93
20249,94029,875,2024-02-16,3,235.15,South,705.45
20250,97366,536,2022-03-24,5,172.92,East,864.5999999999999
20251,83662,460,2023-05-30,4,319.3,South,1277.2
20252,50068,825,2024-03-10,3,28.68,North,86.03999999999999
20253,68951,153,2023-07-20,1,411.16,North,411.16
20254,97629,470,2022-08-03,1,281.97,West,281.97
20255,45171,681,2023-12-24,4,182.57,West,730.28
20256,18262,196,2023-08-11,4,250.48,South,1001.92
20257,53270,984,2024-03-01,1,239.09,South,239.09
20258,30785,629,2022-09-27,3,409.21,East,1227.6299999999999
20259,49469,747,2023-11-07,2,376.12,West,752.24
20260,78831,746,2023-03-08,1,265.44,North,265.44
20261,91223,963,2024-01-16,1,341.37,West,341.37
20262,55643,493,2023-08-02,1,337.36,North,337.36
20263,77657,135,2023-10-12,4,140.72,East,562.88
20264,13582,417,2022-03-09,2,442.96,West,885.92
20265,40280,469,2023-08-14,4,317.93,North,1271.72
20266,52589,150,2022-11-04,1,392.18,East,392.18
20267,50000,386,2024-01-31,3,88.59,South,265.77
20268,11085,749,2022-04-09,4,335.5,North,1342.0
20269,91427,695,2022-02-18,4,456.93,North,1827.72
20270,25600,342,2023-07-10,4,366.36,West,1465.44
20271,69801,390,2024-06-14,5,257.5,West,1287.5
20272,71739,512,2023-05-21,1,265.51,South,265.51
20273,84181,321,2023-01-24,3,42.31,West,126.93
20274,51596,130,2024-05-09,5,188.46,East,942.3000000000001
20275,80410,964,2023-05-09,5,321.04,South,1605.2
20276,89303,731,2024-01-01,2,42.07,East,84.14
20277,62188,971,2024-01-04,1,471.71,North,471.71
20278,36825,852,2023-01-27,4,203.49,West,813.96
20279,20913,167,2022-07-02,1,342.6,North,342.6
20280,91751,884,2023-09-17,5,140.11,West,700.5500000000001
20281,94269,581,2024-06-07,5,449.24,North,2246.2
20282,24332,195,2022-10-03,3,384.78,North,1154.34
20283,64895,324,2023-10-08,1,347.14,North,347.14
20284,14432,648,2023-05-28,2,367.43,South,734.86
20285,98095,834,2023-03-06,5,27.75,West,138.75
20286,36570,445,2024-06-09,4,426.26,West,1705.04
20287,16103,322,2023-03-02,1,35.34,West,35.34
20288,25900,383,2022-08-30,3,399.07,West,1197.21
20289,68415,353,2023-12-23,1,120.08,South,120.08
20290,77567,777,2023-11-20,4,345.15,North,1380.6
20291,72713,847,2023-09-04,1,76.87,South,76.87
20292,93169,219,2022-08-29,5,357.52,West,1787.6
20293,68639,237,2022-08-06,1,215.16,East,215.16
20294,98728,427,2022-02-03,1,399.83,West,399.83
20295,95476,977,2024-01-10,5,494.11,South,2470.55
20296,18988,839,2022-01-17,5,295.96,North,1479.8
20297,88488,694,2024-05-06,5,334.54,East,1672.7
20298,12977,639,2023-12-04,5,352.12,East,1760.6
20299,64641,808,2022-09-05,4,305.03,East,1220.12
20300,11268,187,2024-04-08,3,235.87,South,707.61
20301,64431,472,2024-04-06,2,432.5,East,865.0
20302,26756,733,2024-05-09,3,112.67,South,338.01
20303,30764,490,2023-08-14,1,33.89,West,33.89
20304,69912,439,2023-01-23,4,172.81,North,691.24
20305,50385,613,2022-08-07,5,251.93,East,1259.65
20306,25032,924,2023-11-04,5,454.29,South,2271.4500000000003
20307,55702,846,2023-02-09,2,470.81,North,941.62
20308,21885,365,2022-08-20,4,279.64,South,1118.56
20309,19796,181,2022-10-24,4,443.46,North,1773.84
20310,42863,965,2023-08-09,3,196.89,West,590.67
20311,91014,497,2022-10-27,1,193.88,West,193.88
20312,42117,813,2023-06-28,3,281.96,East,845.8799999999999
20313,30753,457,2022-07-11,4,37.09,South,148.36
20314,30325,899,2022-12-25,1,185.27,South,185.27
20315,17021,280,2023-02-25,1,267.47,East,267.47
20316,90721,614,2024-02-04,4,345.43,South,1381.72
20317,63096,659,2023-12-02,1,414.26,North,414.26
20318,81404,235,2022-10-09,2,85.34,East,170.68
20319,23071,364,2023-02-10,5,145.11,East,725.5500000000001
20320,74649,302,2022-10-23,5,354.3,North,1771.5
20321,18041,883,2024-04-06,5,40.7,West,203.5
20322,92051,581,2022-02-19,1,343.42,West,343.42
20323,50058,955,2022-07-24,3,243.93,South,731.79
20324,58263,386,2023-08-08,1,374.47,South,374.47
20325,54470,232,2023-05-05,5,261.01,North,1305.05
20326,97826,196,2023-05-27,3,91.77,North,275.31
20327,38223,193,2022-06-16,4,430.03,West,1720.12
20328,43575,986,2024-02-23,1,67.16,North,67.16
20329,55799,193,2023-09-02,1,82.85,South,82.85
20330,31661,818,2024-04-21,4,66.69,South,266.76
20331,91975,394,2022-12-10,4,162.56,East,650.24
20332,46432,115,2023-01-29,5,322.7,South,1613.5
20333,41147,573,2022-06-22,5,72.06,North,360.3
20334,39114,559,2024-05-07,5,236.52,North,1182.6000000000001
20335,16030,310,2022-11-15,4,290.21,East,1160.84
20336,57429,658,2023-04-30,4,314.24,North,1256.96
20337,57743,542,2023-08-03,4,311.99,West,1247.96
20338,75615,198,2022-09-11,2,402.36,West,804.72
20339,57577,119,2022-12-15,3,309.36,East,928.08
20340,12966,120,2023-04-15,5,250.12,South,1250.6
20341,13728,280,2023-12-30,2,480.03,West,960.06
20342,47304,584,2022-01-11,1,133.44,South,133.44
20343,59277,946,2023-05-09,2,214.29,West,428.58
20344,10947,793,2024-01-29,3,493.25,North,1479.75
20345,88101,660,2022-03-25,5,141.1,West,705.5
20346,91380,499,2022-12-10,3,295.79,East,887.3700000000001
20347,76130,371,2024-01-21,4,364.19,North,1456.76
20348,31414,122,2022-04-05,4,489.94,North,1959.76
20349,92060,207,2023-10-27,2,330.21,East,660.42
20350,29439,935,2022-11-21,4,166.29,East,665.16
20351,68220,704,2024-01-18,2,127.25,South,254.5
20352,56785,776,2023-11-28,2,84.18,South,168.36
20353,46973,123,2023-08-22,4,56.61,West,226.44
20354,97091,928,2022-09-05,3,361.3,North,1083.9
20355,83318,875,2023-11-24,2,69.94,South,139.88
20356,78196,847,2022-07-13,2,365.39,East,730.78
20357,16089,552,2024-04-03,2,416.34,East,832.68
20358,80854,718,2022-03-07,2,383.07,East,766.14
20359,72235,640,2024-01-01,2,423.88,South,847.76
20360,39400,214,2023-06-18,2,5.36,East,10.72
20361,25405,493,2023-04-10,1,462.79,South,462.79
20362,62763,981,2023-03-13,4,253.35,East,1013.4
20363,40209,719,2022-07-04,2,183.6,North,367.2
20364,83598,684,2022-10-16,3,191.18,South,573.54
20365,27424,761,2022-09-07,3,204.44,North,613.3199999999999
20366,99523,877,2023-01-16,2,237.19,West,474.38
20367,30556,695,2023-06-01,5,50.6,East,253.0
20368,29330,503,2022-09-26,2,423.27,North,846.54
20369,91266,918,2024-03-21,3,448.27,North,1344.81
20370,13236,702,2024-05-01,4,307.75,South,1231.0
20371,79216,201,2023-04-13,2,347.22,South,694.44
20372,40312,365,2023-04-21,5,75.53,South,377.65
20373,31191,182,2023-01-13,1,413.64,South,413.64
20374,93457,833,2023-10-14,3,81.63,North,244.89
20375,46640,819,2023-12-12,3,465.31,South,1395.93
20376,72293,395,2023-01-12,2,36.29,West,72.58
20377,46688,345,2024-04-03,1,83.46,West,83.46
20378,81229,360,2023-12-10,2,46.43,South,92.86
20379,95802,910,2022-10-12,5,424.61,North,2123.05
20380,34122,806,2022-01-25,5,424.35,East,2121.75
20381,51224,251,2024-02-18,5,266.82,North,1334.1
20382,16331,473,2022-06-18,4,23.13,East,92.52
20383,97102,445,2023-01-30,5,67.2,South,336.0
20384,52262,770,2022-04-06,1,329.23,North,329.23
20385,96314,594,2022-10-21,1,292.28,South,292.28
20386,69592,926,2022-04-27,4,318.03,South,1272.12
20387,43926,217,2023-08-17,5,207.98,East,1039.8999999999999
20388,96287,727,2022-07-09,2,358.4,West,716.8
20389,27528,806,2022-05-01,5,385.03,West,1925.1499999999999
20390,10068,473,2023-08-14,3,270.27,West,810.81
20391,79253,228,2023-04-10,5,458.74,West,2293.7
20392,90754,302,2023-07-10,1,56.78,South,56.78
20393,53968,936,2023-05-24,4,413.65,East,1654.6
20394,58623,298,2022-01-19,3,312.75,South,938.25
20395,52129,866,2024-03-15,2,460.42,South,920.84
20396,71321,176,2022-05-13,4,198.89,South,795.56
20397,21526,546,2024-01-13,1,318.55,North,318.55
20398,36709,525,2023-05-31,5,272.78,South,1363.8999999999999
20399,25063,770,2022-01-01,5,373.19,North,1865.95
20400,14723,607,2023-09-30,3,268.32,West,804.96
20401,14213,151,2022-09-30,3,180.23,North,540.6899999999999
20402,32797,277,2023-11-14,4,331.72,West,1326.88
20403,94946,880,2022-04-10,3,188.24,East,564.72
20404,98918,548,2024-03-28,4,332.74,West,1330.96
20405,55217,212,2023-05-06,1,239.81,North,239.81
20406,78283,335,2023-03-24,5,113.82,West,569.0999999999999
20407,33655,986,2024-05-31,5,90.13,West,450.65
20408,87990,265,2023-07-02,3,68.25,North,204.75
20409,22587,650,2022-01-01,4,348.17,East,1392.68
20410,32555,964,2022-04-30,3,490.23,West,1470.69
20411,38071,397,2023-12-23,2,483.94,North,967.88
20412,30239,479,2022-10-12,2,456.81,South,913.62
20413,59151,710,2023-12-22,2,34.15,South,68.3
20414,12203,266,2023-04-14,5,283.48,North,1417.4
20415,23635,653,2022-11-18,4,51.72,West,206.88
20416,62571,461,2022-02-05,5,140.14,North,700.6999999999999
20417,11144,940,2023-07-28,1,29.38,West,29.38
20418,42699,553,2022-05-28,2,365.06,West,730.12
20419,94619,603,2023-08-18,3,88.29,South,264.87
20420,22213,716,2024-04-01,1,235.36,West,235.36
20421,26944,858,2023-08-17,1,486.66,North,486.66
20422,76723,556,2024-05-24,4,251.6,West,1006.4
20423,78669,958,2023-02-01,5,258.67,West,1293.3500000000001
20424,78947,397,2023-07-13,3,386.02,South,1158.06
20425,44457,807,2022-03-16,5,179.28,East,896.4
20426,45191,764,2024-01-07,5,489.38,South,2446.9
20427,82264,883,2023-01-04,4,157.25,West,629.0
20428,67924,284,2023-02-16,4,43.79,West,175.16
20429,43744,517,2023-10-02,2,245.2,West,490.4
20430,63424,814,2023-07-21,2,279.35,East,558.7
20431,98417,876,2023-11-14,5,493.81,North,2469.05
20432,88337,774,2023-05-05,5,458.69,East,2293.45
20433,86084,894,2024-03-22,5,222.86,South,1114.3000000000002
20434,42886,222,2023-06-17,2,201.49,West,402.98
20435,94963,336,2024-01-04,2,46.4,East,92.8
20436,10972,543,2024-03-31,1,325.89,West,325.89
20437,16621,703,2022-06-24,2,309.25,East,618.5
20438,59738,526,2022-05-04,2,479.26,South,958.52
20439,67694,160,2023-04-25,4,398.37,South,1593.48
20440,64777,808,2023-09-25,1,116.27,West,116.27
20441,24530,191,2022-12-09,5,159.0,West,795.0
20442,17354,997,2023-10-27,4,154.93,South,619.72
20443,56529,333,2022-04-06,4,70.28,West,281.12
20444,61714,630,2023-11-12,3,155.4,North,466.20000000000005
20445,98759,931,2022-06-08,3,321.16,North,963.48
20446,51232,887,2022-01-13,5,235.61,South,1178.0500000000002
20447,62079,925,2023-06-02,2,304.72,North,609.44
20448,22550,841,2022-09-14,1,214.67,West,214.67
20449,98196,926,2023-10-10,2,220.16,North,440.32
20450,70385,729,2023-07-22,1,24.62,South,24.62
20451,74736,467,2022-07-09,5,437.06,East,2185.3
20452,40268,336,2023-08-22,4,439.47,West,1757.88
20453,14290,790,2023-01-02,3,120.11,South,360.33
20454,65034,390,2023-03-24,2,466.14,North,932.28
20455,40138,460,2023-12-10,2,324.37,West,648.74
20456,81982,237,2022-01-17,2,249.23,West,498.46
20457,23432,723,2022-10-28,5,182.27,North,911.35
20458,77058,341,2022-11-06,5,212.7,South,1063.5
20459,68175,391,2023-07-05,5,118.51,North,592.5500000000001
20460,43329,536,2022-11-17,2,173.61,East,347.22
20461,79076,987,2022-04-05,3,337.77,East,1013.31
20462,22328,859,2023-11-25,3,389.52,North,1168.56
20463,44247,153,2023-10-18,5,316.04,North,1580.2
20464,16677,627,2022-07-16,3,142.13,North,426.39
20465,71810,149,2024-01-22,4,118.96,West,475.84
20466,60357,893,2022-06-09,4,322.93,West,1291.72
20467,65812,898,2024-03-04,4,216.7,North,866.8
20468,51616,288,2023-11-06,2,296.48,West,592.96
20469,71284,612,2023-07-19,3,192.2,East,576.5999999999999
20470,59741,781,2023-01-08,2,277.45,East,554.9
20471,63478,276,2022-06-20,2,99.51,South,199.02
20472,64056,318,2022-06-18,1,310.51,East,310.51
20473,55534,758,2023-06-20,3,334.94,North,1004.8199999999999
20474,89056,819,2022-02-13,1,311.96,South,311.96
20475,74162,355,2023-12-20,4,26.54,West,106.16
20476,54711,924,2024-03-01,5,254.92,North,1274.6
20477,32805,457,2022-05-06,4,377.22,South,1508.88
20478,30143,747,2022-03-16,5,347.29,West,1736.45
20479,85828,289,2024-01-04,2,32.18,East,64.36
20480,72473,947,2023-03-05,1,453.83,West,453.83
20481,26017,559,2024-04-02,2,381.7,South,763.4
20482,73202,108,2022-11-22,1,423.2,East,423.2
20483,51423,979,2023-05-24,5,168.64,East,843.1999999999999
20484,51713,874,2024-05-27,2,215.78,East,431.56
20485,97856,779,2024-04-16,1,94.02,North,94.02
20486,84310,584,2022-04-25,1,285.42,West,285.42
20487,12205,288,2024-01-22,2,296.3,North,592.6
20488,63266,122,2022-08-25,5,306.48,North,1532.4
20489,22342,396,2023-07-30,1,136.14,West,136.14
20490,79563,427,2022-05-22,4,433.18,South,1732.72
20491,73190,762,2022-01-30,5,261.81,North,1309.05
20492,91863,851,2022-05-12,2,306.59,East,613.18
20493,31200,110,2023-06-02,1,185.45,East,185.45
20494,17188,100,2022-02-08,3,237.52,West,712.5600000000001
20495,12808,276,2022-05-26,3,175.06,East,525.1800000000001
20496,23851,911,2022-11-03,2,460.56,North,921.12
20497,90890,424,2022-04-13,5,398.09,North,1990.4499999999998
20498,74928,241,2023-09-10,4,450.66,West,1802.64
20499,25058,618,2023-05-18,3,223.28,East,669.84
20500,24620,222,2023-07-23,3,302.65,North,907.9499999999999
20501,62755,543,2022-07-06,4,18.05,North,72.2
20502,72995,635,2024-04-08,2,325.15,West,650.3
20503,46681,842,2022-05-25,2,227.82,North,455.64
20504,74509,338,2022-08-13,1,378.0,East,378.0
20505,93339,254,2022-02-07,5,231.45,East,1157.25
20506,77703,106,2023-12-17,5,317.15,East,1585.75
20507,77680,537,2022-07-28,3,38.24,North,114.72
20508,77703,571,2022-03-30,3,474.87,South,1424.6100000000001
20509,52136,556,2024-05-30,3,16.86,North,50.58
20510,98456,548,2023-07-03,1,82.01,North,82.01
20511,93086,837,2022-05-25,5,488.58,West,2442.9
20512,46343,715,2022-04-01,1,371.15,East,371.15
20513,28254,962,2022-01-31,2,168.7,West,337.4
20514,71273,714,2024-02-21,4,383.3,South,1533.2
20515,69611,954,2023-11-24,4,191.19,East,764.76
20516,70002,202,2022-10-19,4,237.93,East,951.72
20517,95683,759,2024-05-03,3,159.59,North,478.77
20518,22926,285,2022-09-05,2,103.8,East,207.6
20519,74264,787,2024-06-07,5,304.13,South,1520.65
20520,99527,517,2023-06-01,5,115.28,East,576.4
20521,37563,452,2024-03-18,1,290.98,East,290.98
20522,40688,395,2023-12-11,2,135.39,West,270.78
20523,44130,616,2023-03-29,1,265.26,West,265.26
20524,10925,621,2022-03-29,5,65.12,North,325.6
20525,61595,583,2023-02-10,3,485.04,South,1455.1200000000001
20526,26321,321,2024-02-21,4,133.36,East,533.44
20527,20769,684,2023-10-27,2,366.91,East,733.82
20528,46748,785,2022-07-31,4,270.35,East,1081.4
20529,50028,643,2022-07-12,4,476.88,South,1907.52
20530,26151,696,2023-03-09,1,495.91,West,495.91
20531,86133,981,2023-07-01,2,128.94,South,257.88
20532,44187,604,2023-11-23,3,396.9,North,1190.6999999999998
20533,53835,381,2022-08-08,2,292.65,East,585.3
20534,10059,492,2023-10-31,1,460.8,East,460.8
20535,95717,552,2022-07-05,2,5.49,North,10.98
20536,37235,154,2024-02-01,5,381.24,East,1906.2
20537,77114,747,2022-12-26,5,197.51,North,987.55
20538,55366,727,2024-04-19,2,224.12,West,448.24
20539,91583,155,2023-04-11,4,269.25,East,1077.0
20540,42160,854,2022-01-31,5,358.99,West,1794.95
20541,15277,849,2024-02-28,2,234.65,West,469.3
20542,11780,910,2023-01-25,5,82.55,South,412.75
20543,56579,942,2023-06-05,2,72.11,East,144.22
20544,70750,155,2024-03-08,3,205.73,South,617.1899999999999
20545,66902,263,2022-12-30,1,115.49,North,115.49
20546,90198,898,2023-06-14,4,184.88,North,739.52
20547,42161,588,2022-01-30,3,172.25,South,516.75
20548,54499,107,2023-05-20,5,40.4,South,202.0
20549,41886,711,2022-03-25,2,410.97,East,821.94
20550,18800,246,2024-04-07,1,428.89,East,428.89
20551,59460,505,2022-07-02,4,57.53,North,230.12
20552,80975,165,2023-09-27,4,293.43,North,1173.72
20553,79843,238,2023-06-06,2,54.16,South,108.32
20554,12364,294,2024-01-30,2,396.25,South,792.5
20555,26568,388,2023-07-07,4,85.31,East,341.24
20556,48092,557,2024-02-09,2,142.76,North,285.52
20557,81019,920,2022-04-29,5,334.26,North,1671.3
20558,72679,528,2022-09-18,5,19.36,South,96.8
20559,75781,294,2023-02-21,3,117.24,North,351.71999999999997
